,start_date,end_date,retail_type_code,retail_type_description_original,retail_type_description_en,turnover_index,average_anual_variation_rate,year_on_year_rate_of_change,monthly_rate_of_change
321,2021-03-01,2021-03-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,97.61,-13.1,5.7,22.2
322,2021-02-01,2021-02-28,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,79.86,-14.6,-24.6,-10.5
323,2021-01-01,2021-01-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,89.2,-12.4,-20.7,-31.9
324,2020-12-01,2020-12-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,131.12,-10.4,-9.6,19.2
325,2020-11-01,2020-11-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,109.98,-9.1,-10.5,-1.1
326,2020-10-01,2020-10-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,111.15,-9.0,-6.8,0.5
327,2020-09-01,2020-09-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,110.64,-8.1,-1.0,-0.9
328,2020-08-01,2020-08-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,111.62,-7.7,-7.2,-4.2
329,2020-07-01,2020-07-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,116.53,-6.3,-7.1,14.5
330,2020-06-01,2020-06-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,101.74,-5.4,-9.9,19.0
331,2020-05-01,2020-05-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,85.47,-4.6,-27.5,25.1
332,2020-04-01,2020-04-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,68.32,-2.0,-38.1,-26.0
333,2020-03-01,2020-03-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,92.37,1.7,-16.1,-12.8
334,2020-02-01,2020-02-29,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,105.91,3.3,6.3,-5.9
335,2020-01-01,2020-01-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,112.52,3.2,4.2,-22.4
336,2019-12-01,2019-12-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,145.03,3.1,3.5,18.0
337,2019-11-01,2019-11-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,122.87,2.9,2.5,3.1
338,2019-10-01,2019-10-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,119.21,3.2,1.3,6.6
339,2019-09-01,2019-09-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,111.78,3.8,1.5,-7.0
340,2019-08-01,2019-08-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,120.24,3.8,2.1,-4.2
341,2019-07-01,2019-07-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,125.45,4.0,3.4,11.0
342,2019-06-01,2019-06-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,112.97,4.2,0.0,-4.2
343,2019-05-01,2019-05-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,117.92,4.7,3.7,6.8
344,2019-04-01,2019-04-30,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,110.46,5.0,8.1,0.4
345,2019-03-01,2019-03-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,110.06,4.6,3.9,10.4
346,2019-02-01,2019-02-28,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,99.65,4.6,4.7,-7.7
347,2019-01-01,2019-01-31,CR3,Comércio a retalho de produtos não alimentares,Retail trade of non -food products,107.94,4.6,3.3,-23.0
348,2023-10-01,2023-10-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,134.02,4.7,1.6,1.4
349,2023-09-01,2023-09-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,132.15,5.5,1.0,-0.3
350,2023-08-01,2023-08-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,132.6,6.4,-0.1,-6.7
351,2023-07-01,2023-07-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,,,,
352,2023-06-01,2023-06-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,132.63,8.3,5.4,-1.8
353,2023-05-01,2023-05-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,135.04,8.8,4.5,8.2
354,2023-04-01,2023-04-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,124.76,9.3,3.8,-4.4
355,2023-03-01,2023-03-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,130.44,10.5,5.9,13.8
356,2023-02-01,2023-02-28,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,114.66,12.2,4.2,-7.7
357,2023-01-01,2023-01-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,124.16,14.4,11.7,-26.6
358,2022-12-01,2022-12-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,169.15,15.3,8.4,19.2
359,2022-11-01,2022-11-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,141.91,15.7,5.4,7.6
360,2022-10-01,2022-10-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,131.94,16.9,11.6,0.9
361,2022-09-01,2022-09-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,130.78,16.3,12.8,-1.5
362,2022-08-01,2022-08-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,132.76,15.5,14.4,-2.5
363,2022-07-01,2022-07-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,136.11,14.8,12.4,8.1
364,2022-06-01,2022-06-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,125.87,13.9,11.5,-2.6
365,2022-05-01,2022-05-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,129.25,13.8,10.9,7.5
366,2022-04-01,2022-04-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,120.24,15.6,19.3,-2.3
367,2022-03-01,2022-03-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,123.12,17.0,29.4,11.9
368,2022-02-01,2022-02-28,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,110.02,15.2,40.8,-1.0
369,2022-01-01,2022-01-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,111.14,10.4,25.0,-28.8
370,2021-12-01,2021-12-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,156.03,6.9,11.2,15.9
371,2021-11-01,2021-11-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,134.6,4.8,17.3,13.8
372,2021-10-01,2021-10-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,118.27,2.5,4.2,2.0
373,2021-09-01,2021-09-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,115.94,1.9,3.8,-0.1
374,2021-08-01,2021-08-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,116.08,1.8,5.8,-4.1
375,2021-07-01,2021-07-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,121.06,1.0,2.9,7.2
376,2021-06-01,2021-06-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,112.9,0.3,9.4,-3.2
377,2021-05-01,2021-05-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,116.59,-0.8,36.9,15.7
378,2021-04-01,2021-04-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,100.76,-5.3,45.4,5.9
379,2021-03-01,2021-03-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,95.17,-10.1,5.8,21.8
380,2021-02-01,2021-02-28,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,78.16,-11.5,-23.7,-12.1
381,2021-01-01,2021-01-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,88.88,-9.4,-18.6,-36.7
382,2020-12-01,2020-12-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,140.52,-7.6,-6.6,22.4
383,2020-11-01,2020-11-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,114.79,-6.5,-7.3,1.1
384,2020-10-01,2020-10-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,113.55,-6.8,-2.9,1.6
385,2020-09-01,2020-09-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,111.71,-6.1,2.8,1.8
386,2020-08-01,2020-08-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,109.73,-5.9,-4.2,-6.7
387,2020-07-01,2020-07-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,117.6,-4.4,-3.5,13.9
388,2020-06-01,2020-06-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,103.23,-3.8,-5.2,21.2
389,2020-05-01,2020-05-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,85.18,-3.4,-25.0,22.9
390,2020-04-01,2020-04-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,69.31,-1.0,-33.9,-23.0
391,2020-03-01,2020-03-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,89.99,2.2,-15.5,-12.1
392,2020-02-01,2020-02-29,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,102.4,3.7,6.0,-6.2
393,2020-01-01,2020-01-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,109.2,3.7,4.0,-27.5
394,2019-12-01,2019-12-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,150.53,3.7,3.7,21.6
395,2019-11-01,2019-11-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,123.82,3.5,3.8,5.9
396,2019-10-01,2019-10-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,116.93,3.6,2.7,7.6
397,2019-09-01,2019-09-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,108.66,4.1,3.9,-5.1
398,2019-08-01,2019-08-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,114.55,3.6,3.2,-6.0
399,2019-07-01,2019-07-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,121.89,3.5,3.5,12.0
400,2019-06-01,2019-06-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,108.86,3.5,-0.4,-4.1
401,2019-05-01,2019-05-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,113.55,4.0,4.2,8.2
402,2019-04-01,2019-04-30,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,104.92,4.2,7.0,-1.5
403,2019-03-01,2019-03-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,106.53,3.8,4.1,10.2
404,2019-02-01,2019-02-28,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,96.63,3.8,6.1,-8.0
405,2019-01-01,2019-01-31,CR4,Comércio a retalho de produtos não alimentares excepto combustível,Retail trade of non -food products except fuel,105.03,3.6,3.5,-27.7
406,2023-10-01,2023-10-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",144.7,6.0,7.3,7.6
407,2023-09-01,2023-09-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",134.48,6.3,1.4,-0.7
408,2023-08-01,2023-08-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",135.36,7.2,1.3,-5.2
409,2023-07-01,2023-07-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",,,,
410,2023-06-01,2023-06-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",129.18,9.2,10.1,5.3
411,2023-05-01,2023-05-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",122.63,8.9,3.2,4.6
412,2023-04-01,2023-04-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",117.26,9.2,0.8,-4.7
413,2023-03-01,2023-03-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",122.99,10.6,10.9,12.8
414,2023-02-01,2023-02-28,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",109.01,11.0,8.9,-15.4
415,2023-01-01,2023-01-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",128.78,11.2,10.4,-39.0
416,2022-12-01,2022-12-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",211.24,11.4,11.1,22.2
417,2022-11-01,2022-11-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",172.81,10.4,3.3,28.1
418,2022-10-01,2022-10-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",134.9,11.6,11.2,1.7
419,2022-09-01,2022-09-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",132.6,11.4,13.7,-0.7
420,2022-08-01,2022-08-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",133.6,11.1,10.5,-3.4
421,2022-07-01,2022-07-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",138.24,10.8,17.1,17.8
422,2022-06-01,2022-06-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",117.38,9.4,7.2,-1.3
423,2022-05-01,2022-05-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",118.88,9.5,6.4,2.1
424,2022-04-01,2022-04-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",116.38,11.0,20.2,4.9
425,2022-03-01,2022-03-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",110.91,10.9,16.8,10.8
426,2022-02-01,2022-02-28,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",100.13,11.1,11.4,-14.2
427,2022-01-01,2022-01-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",116.69,10.1,14.0,-38.6
428,2021-12-01,2021-12-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",190.13,8.6,3.5,13.6
429,2021-11-01,2021-11-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",167.3,8.0,12.9,37.9
430,2021-10-01,2021-10-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",121.28,6.8,9.7,4.0
431,2021-09-01,2021-09-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",116.6,6.3,10.0,-3.5
432,2021-08-01,2021-08-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",120.86,5.4,6.3,2.4
433,2021-07-01,2021-07-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",118.06,5.2,1.0,7.8
434,2021-06-01,2021-06-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",109.47,5.5,8.3,-2.0
435,2021-05-01,2021-05-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",111.68,4.0,27.9,15.4
436,2021-04-01,2021-04-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",96.79,0.7,21.7,1.9
437,2021-03-01,2021-03-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",94.97,-2.3,20.6,5.7
438,2021-02-01,2021-02-28,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",89.88,-5.2,-2.3,-12.2
439,2021-01-01,2021-01-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",102.35,-4.9,-4.6,-44.3
440,2020-12-01,2020-12-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",183.69,-4.7,-0.7,23.9
441,2020-11-01,2020-11-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",148.2,-5.0,1.8,34.0
442,2020-10-01,2020-10-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",110.6,-5.3,3.0,4.3
443,2020-09-01,2020-09-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",106.02,-6.0,-0.8,-6.7
444,2020-08-01,2020-08-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",113.67,-6.4,4.3,-2.7
445,2020-07-01,2020-07-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",116.88,-7.7,3.4,15.6
446,2020-06-01,2020-06-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",101.07,-8.4,-8.8,15.8
447,2020-05-01,2020-05-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",87.31,-7.4,-18.4,9.8
448,2020-04-01,2020-04-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",79.51,-5.9,-22.5,1.0
449,2020-03-01,2020-03-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",78.73,-3.8,-24.4,-14.4
450,2020-02-01,2020-02-29,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",91.99,-1.9,2.0,-14.3
451,2020-01-01,2020-01-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",107.3,-1.9,-1.4,-42.0
452,2019-12-01,2019-12-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",184.93,-3.1,-3.3,27.0
453,2019-11-01,2019-11-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",145.56,-2.1,-3.6,35.5
454,2019-10-01,2019-10-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",107.43,-0.7,-5.3,0.6
455,2019-09-01,2019-09-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",106.83,0.1,-5.8,-1.9
456,2019-08-01,2019-08-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",108.94,1.1,-9.8,-3.6
457,2019-07-01,2019-07-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",113.03,2.8,-6.1,2.0
458,2019-06-01,2019-06-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",110.8,3.7,5.4,3.6
459,2019-05-01,2019-05-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",106.98,3.7,1.9,4.3
460,2019-04-01,2019-04-30,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",102.59,4.3,6.7,-1.5
461,2019-03-01,2019-03-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",104.16,4.1,1.9,15.5
462,2019-02-01,2019-02-28,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",90.2,4.8,2.4,-17.1
463,2019-01-01,2019-01-31,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco","Retail trade in non -specialized establishments, without predominance of food products, drinks or tobacco",108.83,5.0,-15.4,-43.1
464,2023-10-01,2023-10-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",135.58,-6.1,-4.7,3.0
465,2023-09-01,2023-09-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",131.62,-5.3,-2.6,-3.2
466,2023-08-01,2023-08-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",136.0,-4.6,-10.4,-0.1
467,2023-07-01,2023-07-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",,,,
468,2023-06-01,2023-06-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",122.41,-0.7,-16.0,-3.7
469,2023-05-01,2023-05-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",127.13,2.4,-13.8,5.8
470,2023-04-01,2023-04-30,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",120.19,5.3,-7.6,-7.4
471,2023-03-01,2023-03-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",129.77,7.3,-11.9,11.8
472,2023-02-01,2023-02-28,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",116.09,11.6,-3.4,-6.6
473,2023-01-01,2023-01-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",124.27,14.6,7.6,-1.3
474,2022-12-01,2022-12-31,4730,"Comércio a retalho de combustível para veículos a motor, em estabelecimentos especializados","Fuel retail trade for motor vehicles, in specialized establishments",125.94,16.0,1.6,-3.7
